chr,start,end,value
contig3,6609093,6612336,-10
contig3,6612198,6613396,10
contig3,6614009,6615112,-10
contig3,6615787,6617716,-10
contig3,6618803,6626932,10
contig3,6627692,6630619,10
contig3,6632381,6634994,10
contig3,6635378,6641300,10
contig3,6642954,6646185,-10
contig3,6646565,6649787,10
contig3,6651250,6652503,-10
contig3,6653688,6660975,-10
contig3,6661807,6664184,-10
contig3,6664699,6667611,10
contig3,6668093,6670674,-10
contig3,6672232,6672648,-10
contig3,6672915,6675917,10
contig3,6676748,6684838,10
contig3,6686135,6686970,-10
contig3,6689240,6693246,10
contig3,6693648,6695075,10
contig3,6695697,6698554,-10
contig3,6699377,6701701,10
contig3,6701882,6703203,10
contig3,6706532,6708565,-10
contig3,6709752,6712573,10
contig3,6713677,6714946,-10
contig3,6717320,6718068,10
contig3,6718918,6722441,-10
contig3,6723149,6724286,10
contig3,6724684,6727732,-10
contig3,6729311,6731472,-10
contig3,6732264,6734409,10
contig3,6735674,6737060,10
contig3,6737644,6739434,-10
contig3,6739792,6741745,10
contig3,6743010,6748428,-10
contig3,6748703,6751444,10
contig3,6752207,6755937,-10
contig3,6756392,6758013,10
contig3,6758477,6764053,-10
contig3,6767729,6771926,-10
contig3,6774429,6774749,10
contig3,6776628,6782431,10
contig3,6785531,6786259,10
contig3,6792717,6794287,-10
contig3,6794932,6796708,10
contig3,6797989,6798611,-10
contig3,6799569,6801029,-10
contig3,6801411,6805452,10
contig3,6806367,6807367,10
contig3,6808847,6809522,-10
contig3,6812216,6813371,10
contig3,6816420,6818189,-10
contig3,6820843,6822888,10
contig3,6829435,6829698,-10
contig3,6833217,6833972,10
contig3,6834363,6840879,-10
contig3,6844801,6846701,-10
contig3,6849454,6851609,-10
contig3,6852123,6854019,10
contig3,6856318,6861465,-10
contig3,6861841,6864682,10
contig3,6866795,6871907,-10
contig3,6874832,6876795,-10
contig3,6881521,6884099,-10
contig3,6885130,6887809,-10
contig3,6888117,6890669,10
contig3,6895099,6898952,-10
contig3,6900041,6905453,-10
contig3,6906021,6908307,-10
contig3,6908444,6911127,10
contig3,6913603,6915546,10
contig3,6919566,6922620,10
contig3,6924334,6925968,10
contig3,6926602,6928800,10
contig3,6931021,6932588,-10
contig3,6935186,6936508,-10
contig3,6936871,6938002,10
contig3,6944555,6946884,10
contig3,6949227,6951415,-10
contig3,6952432,6955425,-10
contig3,6955560,6956263,-10
contig3,6957459,6962696,10
contig3,6963916,6967293,-10
contig3,6970005,6971041,-10
contig3,6976809,6978307,-10
contig3,6979392,6983415,-10
contig3,6992011,6992900,-10
contig3,6999705,7002125,10
contig3,7003666,7009562,10
contig3,7026009,7027595,10
contig3,7033703,7037820,-10
contig3,7038327,7038979,10
contig3,7039021,7039866,10
contig3,7041474,7044410,-10
contig3,7044784,7045848,10
contig3,7046049,7048341,-10
contig3,7048582,7050791,10
contig3,7051118,7056190,-10
contig3,7057343,7060776,10
contig3,7061284,7064409,-10
contig3,7066346,7070371,-10
contig3,7071752,7073229,10
contig3,7074912,7077960,10
contig3,7081103,7089140,10
contig3,7089551,7090968,-10
contig3,7092234,7097417,10
contig3,7099472,7100470,-10
contig3,7101458,7103865,10
contig3,7105286,7108370,-10
contig3,7109695,7115414,10
contig3,7117216,7129599,10
contig3,7130079,7132004,10
contig3,7132573,7139655,10
contig3,7141102,7142675,10
contig3,7146543,7147487,-10
contig3,7147667,7150468,10
contig3,7151364,7153623,10
contig3,7155033,7158161,-10
contig3,7164742,7167145,-10
contig3,7167612,7169726,10
contig3,7170845,7172527,10
contig3,7174561,7175616,-10
contig3,7175153,7175563,10
contig3,7176030,7177997,10
contig3,7178441,7182408,-10
contig3,7182800,7185001,10
contig3,7185125,7187042,-10
contig3,7187282,7189138,10
contig3,7189615,7193439,10
contig3,7193994,7195288,-10
contig3,7195318,7197248,10
contig3,7197952,7204635,-10
contig3,7206185,7207146,-10
contig3,7207364,7209379,10
contig3,7211893,7214223,-10
contig3,7214575,7215360,10
contig3,7216047,7219804,10
contig3,7221124,7222492,-10
contig3,7223399,7225513,10
contig3,7226291,7229097,10
contig3,7230206,7232544,-10
contig3,7233294,7234036,-10
contig3,7235105,7240056,10
contig3,7244444,7248118,-10
contig3,7250089,7251490,10
contig3,7252565,7256693,10
contig3,7262279,7264683,10
contig3,7266407,7270642,-10
contig3,7271221,7274430,-10
contig3,7274834,7276328,-10
contig3,7276428,7277814,10
contig3,7278028,7279350,-10
contig3,7281117,7284926,10
contig3,7289035,7289978,-10
contig3,7290955,7293523,-10
contig3,7294455,7301510,10
contig3,7333490,7336378,-10
contig3,7336626,7340826,10
contig3,7343923,7344397,-10
contig3,7352149,7354611,10
contig3,7361288,7362879,-10
contig3,7370969,7373318,-10
contig3,7378278,7379192,-10
contig3,7387793,7388088,-10
contig3,7388687,7390638,10
contig3,7392416,7394009,-10
contig3,7394675,7396701,-10
contig3,7397096,7397876,-10
contig3,7398262,7399674,10
contig3,7400040,7402372,-10
contig3,7402653,7404584,10
contig3,7405715,7408321,-10
contig3,7413239,7417588,10
contig3,7418995,7420900,10
contig3,7422775,7424622,-10
contig3,7425502,7429687,10
contig3,7430276,7430807,-10
contig3,7431691,7436683,10
contig3,7441677,7443334,-10
contig3,7448874,7450936,10
contig3,7456959,7457694,10
contig3,7459586,7460548,-10
contig3,7469832,7474174,-10
contig3,7474577,7481254,10
contig3,7482579,7484104,10
contig3,7485146,7485772,-10
contig3,7485791,7486443,-10
contig3,7486983,7487642,-10
contig3,7487973,7488393,-10
contig3,7493147,7495458,-10
contig3,7496366,7498594,-10
contig3,7519437,7522242,-10
contig3,7522491,7523229,10
contig3,7527171,7528574,-10
contig3,7529830,7531124,-10
contig3,7531442,7533488,10
contig3,7533776,7534289,-10
contig3,7536168,7538540,10
contig3,7539261,7541507,-10
contig3,7545239,7547059,-10
contig3,7548131,7553935,-10
contig3,7554378,7557370,10
contig3,7560555,7562467,-10
contig3,7562766,7567971,10
contig3,7568159,7570653,-10
contig3,7576795,7579657,10
contig3,7581705,7582823,-10
contig3,7583513,7586902,-10
contig3,7589886,7593049,-10
contig3,7596783,7598903,-10
contig3,7600584,7603880,10
contig3,7606585,7616239,10
contig3,7617483,7620757,10
contig3,7621749,7625131,-10
contig3,7625496,7627056,10
contig3,7627973,7629343,-10
contig3,7629720,7632350,-10
contig3,7633051,7639255,-10
contig3,7640362,7643173,10
contig3,7645926,7647191,-10
contig3,7647572,7648850,10
contig3,7650081,7652576,-10
contig3,7653546,7656767,10
contig3,7657346,7658985,-10
contig3,7659266,7662028,10
contig3,7662768,7666032,-10
contig3,7666182,7667205,10
contig3,7668973,7671585,10
contig3,7672176,7674019,10
contig3,7675780,7676508,-10
contig3,7677672,7678225,10
contig3,7680453,7683717,10
contig3,7685962,7691490,-10
contig3,7692404,7694771,-10
contig3,7695633,7696812,-10
contig3,7697037,7698059,10
contig3,7698830,7701161,-10
contig3,7702535,7703101,10
contig3,7705485,7709579,-10
contig3,7713442,7714995,-10
contig3,7715950,7717726,10
contig3,7718976,7721462,-10
contig3,7721725,7724531,10
contig3,7725001,7731240,10
contig3,7731605,7738853,-10
contig3,7739697,7740542,-10
contig3,7741216,7743010,-10
contig3,7745141,7747996,-10
contig3,7748525,7750183,10
contig3,7750735,7751764,10
contig3,7754424,7754926,-10
contig3,7755510,7756363,-10
contig3,7756757,7759128,10
contig3,7759692,7763614,-10
contig3,7764265,7766833,-10
contig3,7767146,7768209,10
contig3,7768729,7770658,-10
contig3,7771594,7772362,10
contig3,7968356,7969720,10
contig3,7999472,8000732,-10
contig3,8038267,8043572,-10
contig3,8045055,8046137,-10
contig3,8046622,8050424,10
contig3,8051495,8052393,-10
contig3,8053409,8055911,10
contig3,8056932,8058200,-10
contig3,8059257,8061184,-10
contig3,8061540,8063318,10
contig3,8064304,8068580,-10
contig3,8069066,8071629,-10
contig3,8072358,8080292,10
contig3,8082665,8084075,10
contig3,8084762,8088735,-10
contig3,8088996,8090849,10
contig3,8091569,8092256,10
contig3,8093273,8095063,-10
contig3,8095437,8100182,10
contig3,8101448,8102328,-10
contig3,8102776,8109508,10
contig3,8110350,8112511,10
contig3,8113353,8114348,-10
contig3,8114963,8119347,10
contig3,8121935,8124437,-10
contig3,8125399,8127880,-10
contig3,8132038,8136848,-10
contig3,8137264,8138355,10
contig3,8139896,8142861,-10
contig3,8143389,8145296,10
contig3,8148463,8150264,10
contig3,8150825,8151994,10
contig3,8152879,8154433,10
contig3,8155408,8157785,10
contig3,8162809,8168917,10
contig3,8169249,8170681,-10
contig3,8171033,8172112,10
contig3,8172946,8175468,-10
contig3,8189159,8190353,10
contig3,8191353,8192891,10
contig3,8193419,8194955,-10
contig3,8195202,8197138,10
contig3,8197953,8202278,10
contig3,8208942,8209618,-10
contig3,8213113,8216070,10
contig3,8226326,8226950,10
contig4,24250,26260,-10
contig4,28405,39361,10
contig4,40517,42347,-10
contig4,43041,45021,10
contig4,45902,48753,-10
contig4,49176,50946,10
contig4,52206,60173,10
contig4,61930,62250,-10
contig4,62669,69971,10
contig4,70631,74559,-10
contig4,75387,78263,10
contig4,82296,84280,10
contig4,86307,90510,10
contig4,93537,99595,-10
contig4,101032,110311,10
contig4,112561,115093,-10
contig4,116355,117974,10
contig4,119397,127731,10
contig4,129777,131114,-10
contig4,132006,136104,10
contig4,137207,143937,10
contig4,144344,146388,-10
contig4,146529,149506,10
contig4,150013,152665,-10
contig4,154650,168556,-10
contig4,169784,171080,-10
contig4,171338,173480,10
contig4,174364,176420,10
contig4,180845,181516,10
contig4,183054,188142,-10
contig4,188629,191853,10
contig4,193046,196042,10
contig4,198232,201586,10
contig4,203285,206552,10
contig4,208352,209598,10
contig4,210625,213861,10
contig4,217830,220506,10
contig4,221774,224593,10
contig4,226395,230165,10
contig4,231663,234252,10
contig4,234682,241508,10
contig4,241724,244121,-10
contig4,245062,248144,-10
contig4,249784,251819,-10
contig4,252285,254550,10
contig4,255780,258915,-10
contig4,260538,261685,10
contig4,262489,264207,-10
contig4,264914,269978,-10
contig4,330796,332027,10
contig4,333409,334760,-10
contig4,335765,338055,-10
contig4,345576,349511,10
contig4,350338,351606,10
contig4,352186,354929,-10
contig4,355166,356934,10
contig4,357588,359306,10
contig4,360822,361480,10
contig4,363446,364819,10
contig4,368466,369673,-10
contig4,370110,372602,10
contig4,375854,379370,-10
contig4,380204,380671,10
contig4,382121,383517,-10
contig4,385786,388998,10
contig4,390148,392087,10
contig4,393475,398020,10
contig4,402788,406387,-10
contig4,406584,408938,10
contig4,409976,411353,-10
contig4,412849,414426,10
contig4,416255,419360,10
contig4,420490,424224,10
contig4,427503,429647,-10
contig4,431464,434399,-10
contig4,435598,436199,-10
contig4,437421,440029,10
contig4,440107,440980,-10
contig4,441303,441854,10
contig4,444330,446113,-10
contig4,447056,448892,10
contig4,453201,454618,10
contig4,457987,460142,-10
contig4,460723,466747,10
contig4,468498,469855,-10
contig4,470698,477963,10
contig4,479292,482235,10
contig4,485286,488591,-10
contig4,488878,493098,10
contig4,496030,504312,-10
contig4,504683,506193,10
contig4,508466,510952,-10
contig4,511745,515125,-10
contig4,517601,522542,10
contig4,523019,532482,-10
contig4,535335,537489,-10
contig4,538852,541630,10
contig4,544713,548450,-10
contig4,548901,549251,-10
contig4,549928,550669,-10
contig4,550829,551244,-10
contig4,551640,553268,10
contig4,554322,555795,10
contig4,558489,561086,-10
contig4,562206,573494,-10
contig4,612709,613965,-10
contig4,623578,624631,10
contig4,624701,625315,10
contig4,627346,627933,-10
contig4,630285,631372,-10
contig4,633228,633800,-10
contig4,637758,639064,-10
contig4,640413,643306,10
contig4,650419,651275,-10
contig4,652502,653556,10
contig4,654970,657148,10
contig4,658677,659435,-10
contig4,660986,662136,10
contig4,663573,674130,-10
contig4,676294,679395,-10
contig4,679738,681490,10
contig4,681997,683588,-10
contig4,684127,685911,10
contig4,686235,689084,-10
contig4,692632,694724,10
contig4,695216,697663,10
contig4,701005,705859,-10
contig4,706784,707200,10
contig4,710354,712277,-10
contig4,712549,713701,10
contig4,720047,722583,10
contig4,731102,731952,10
contig4,733049,733547,10
contig4,744740,745493,-10
contig4,747269,748874,-10
contig4,750532,751850,-10
contig4,756830,757613,-10
contig4,760103,762105,-10
contig4,770583,771675,-10
contig4,772193,775033,10
contig4,775509,777104,-10
contig4,777489,780332,10
contig4,781304,786172,10
contig4,788305,795509,10
contig4,796312,802962,10
contig4,804160,805713,-10
contig4,806240,807694,10
contig4,808861,810834,-10
contig4,811259,813287,10
contig4,814038,818421,10
contig4,834444,835652,-10
contig4,843365,843808,-10
contig4,849708,851888,10
contig4,860819,861536,-10
contig4,862455,865208,10
contig4,867176,868874,10
contig4,870229,872869,10
contig4,874039,875513,10
contig4,876243,876783,10
contig4,879119,879980,-10
contig4,883012,885639,-10
contig4,885689,886215,-10
contig4,896952,900461,-10
contig4,901090,905700,10
contig4,913523,914272,-10
contig4,920273,924895,10
contig4,928472,929598,10
contig4,930203,931601,10
contig4,932171,934873,-10
contig4,935274,939709,10
contig4,940403,942033,10
contig4,942841,944094,10
contig4,944762,945390,-10
contig4,946191,946766,10
contig4,947636,950206,10
contig4,950706,952201,10
contig4,952559,952990,-10
contig4,953872,954893,-10
contig4,955239,956554,10
contig4,956879,959133,10
contig4,960591,961893,10
contig4,963959,965146,10
contig4,970331,971437,10
contig4,972669,975151,10
contig4,976124,976932,-10
contig4,979981,982481,-10
contig4,982650,984769,10
contig4,985403,989835,10
contig4,990693,993317,10
contig4,994081,994587,-10
contig4,995109,1002959,10
contig4,1003607,1004985,-10
contig4,1005782,1006779,-10
contig4,1007127,1008824,-10
contig4,1009238,1010536,10
contig4,1012652,1014723,10
contig4,1016246,1017851,-10
contig4,1021929,1022634,-10
contig4,1025245,1026429,10
contig4,1071121,1076168,-10
contig4,1082525,1085016,-10
contig4,1094510,1098743,-10
contig4,1102162,1107028,-10
contig4,1125897,1126811,10
contig4,1129577,1131912,10
contig4,1134205,1136330,-10
contig4,1143925,1144877,-10
contig4,1145852,1147564,-10
contig4,1148314,1149228,-10
contig4,1149633,1151239,10
contig4,1152811,1154445,10
contig4,1155800,1157455,10
contig4,1158372,1159327,10
contig4,1175940,1177284,-10
contig4,1177825,1179848,10
contig4,1180885,1181974,10
contig4,1183322,1184470,-10
contig4,1185450,1186668,-10
contig4,1187545,1189021,10
contig4,1191464,1192823,10
contig4,1193965,1197050,10
contig4,1199046,1201767,-10
contig4,1206713,1210627,-10
contig4,1222482,1223433,10
contig4,1227009,1228597,-10
contig4,1249068,1251521,10
contig4,1256090,1258691,-10
contig4,1260911,1264784,-10
contig4,1267447,1269031,10
contig4,1297043,1298321,-10
contig4,1304988,1309741,10
contig4,1310845,1314955,10
contig4,1319921,1320764,-10
contig4,1330768,1334557,10
contig4,1336231,1338740,-10
contig4,1339514,1342024,10
contig4,1344788,1346090,10
contig4,1350813,1355839,-10
contig4,1357391,1362821,-10
contig4,1365073,1369833,-10
contig4,1370805,1373398,10
contig4,1390187,1395154,10
contig4,1418494,1423026,10
contig4,1449264,1454225,10
contig4,1455978,1462266,10
contig4,1462947,1463892,-10
contig4,1467646,1469448,10
contig4,1480676,1485308,-10
contig4,1499782,1500707,-10
contig4,1502361,1505965,10
contig4,1507407,1511167,-10
contig4,1519072,1520679,10
contig4,1521813,1523318,-10
contig4,1524851,1525612,-10
contig4,1527893,1529691,-10
contig4,1530376,1532598,10
contig4,1538988,1540638,10
contig4,1541517,1542686,-10
contig4,1543533,1544636,10
contig4,1546844,1550128,-10
contig4,1552101,1554934,-10
contig4,1555889,1557215,10
contig4,1558723,1560535,-10
contig4,1562226,1564068,-10
contig4,1574524,1578978,-10
contig4,1581730,1585650,10
contig4,1594706,1596093,10
contig4,1597995,1598498,10
contig4,1607849,1609484,10
contig4,1636722,1639913,-10
contig4,1643253,1646106,-10
contig4,1647837,1650865,-10
contig4,1661590,1663965,10
contig4,1664483,1665583,10
contig4,1666157,1668495,-10
contig4,1669591,1671743,-10
contig4,1672189,1673359,-10
contig4,1673937,1677239,10
contig4,1682042,1688317,10
contig4,1695124,1698324,-10
contig4,1698589,1705961,10
contig4,1712473,1722973,-10
contig4,1735437,1741446,10
contig4,1746337,1747368,10
contig4,1747470,1751619,10
contig4,1755086,1756506,10
contig4,1757696,1762866,-10
contig4,1765463,1778680,-10
contig4,1780929,1781774,10
contig4,1783303,1785081,-10
contig4,1786506,1789135,10
contig4,1790010,1792673,10
contig4,1793652,1796060,10
contig4,1796799,1804074,-10
contig4,1804388,1804876,10
contig4,1806498,1811721,10
contig4,1812759,1816817,10
contig4,1823564,1825088,10
contig4,1827213,1834111,-10
contig4,1840442,1844150,10
contig4,1848300,1851531,10
contig4,1854141,1855219,10
contig4,1858139,1859752,-10
contig4,1862850,1863626,10
contig4,1864685,1865162,-10
contig4,1866504,1874608,-10
contig4,1875107,1878255,10
contig4,1881155,1881904,10
contig4,1887057,1889620,-10
contig4,1891380,1893526,-10
contig4,1895362,1896932,10
contig4,1898592,1900736,10
contig4,1904595,1908109,-10
contig4,1909965,1913975,-10
contig4,1914175,1916909,10
contig4,1917776,1920771,10
contig4,1924564,1927119,10
contig4,1938933,1944629,-10
contig4,1947066,1948869,-10
contig4,1983989,1994508,-10
contig4,1996490,1999372,-10
contig4,1999817,2000803,10
contig4,2002162,2002800,-10
contig4,2006381,2008153,-10
contig4,2016744,2017904,10
contig4,2030883,2031720,10
contig4,2038895,2047976,10
contig4,2055601,2060130,-10
contig4,2060480,2064995,10
contig4,2066230,2068505,10
contig4,2068938,2078587,-10
contig4,2079377,2080259,10
contig4,2081664,2085359,10
contig4,2087056,2089939,10
contig4,2094629,2096236,10
contig4,2097718,2099780,-10
contig4,2100056,2102670,10
contig4,2111797,2117404,-10
contig4,2120152,2123926,10
contig4,2129034,2133930,-10
contig4,2134543,2138825,10
contig4,2147084,2150334,-10
contig4,2151051,2159613,10
contig4,2162890,2163507,-10
contig4,2163638,2167213,-10
contig4,2168026,2171533,-10
contig4,2174718,2176838,10
contig4,2177778,2180926,10
contig4,2182015,2185157,10
contig4,2187272,2189951,-10
contig4,2194566,2198564,10
contig4,2200053,2204503,10
contig4,2205583,2210268,-10
contig4,2212896,2213494,10
contig4,2213836,2218893,-10
contig4,2224304,2226765,-10
contig4,2240079,2247407,-10
contig4,2248496,2253368,10
contig4,2254901,2258370,-10
contig4,2264025,2266905,10
contig4,2269465,2270316,-10
contig4,2273151,2274149,-10
contig4,2274572,2277648,10
contig4,2278722,2280473,-10
contig4,2281568,2283569,10
contig4,2284543,2287770,-10
contig4,2288543,2290085,10
contig4,2291880,2293270,-10
contig4,2294806,2298694,-10
contig4,2300893,2303712,10
contig4,2304736,2309195,-10
contig4,2309604,2313129,10
contig4,2313913,2314830,-10
contig4,2315029,2316379,10
contig4,2318123,2321054,10
contig4,2324258,2325761,-10
contig4,2325928,2326614,-10
contig4,2327291,2328334,-10
contig4,2329996,2331964,10
contig4,2333731,2334573,10
contig4,2335866,2337383,-10
contig4,2339330,2341895,-10
contig4,2344079,2349521,10
contig4,2350932,2351859,10
contig4,2373676,2375969,-10
contig4,2391062,2392107,10
contig4,2394534,2396192,10
contig4,2411659,2412221,-10
contig4,2434075,2434593,-10
contig4,2436198,2438045,-10
contig4,2438291,2442956,10
contig4,2444075,2445645,10
contig4,2492436,2492892,-10
contig4,2496784,2497766,10
contig4,2501865,2503920,-10
contig4,2504001,2506495,10
contig4,2517321,2518136,-10
contig4,2518969,2521215,10
contig4,2521291,2527137,10
contig4,2528897,2529791,10
contig4,2530847,2534367,-10
contig4,2536493,2544083,-10
contig4,2544368,2547358,10
contig4,2548691,2550096,10
contig4,2551133,2553333,10
contig4,2554266,2555146,-10
contig4,2559779,2561677,-10
contig4,2568769,2569371,-10
contig4,2596871,2597385,-10
contig4,2605913,2607533,10
contig4,2608831,2613553,10
contig4,2613997,2616218,10
contig4,2617513,2620629,10
contig4,2621922,2623555,10
contig4,2624093,2626556,-10
contig4,2627375,2627974,10
contig4,2629429,2632885,10
contig4,2633689,2635430,-10
contig4,2635620,2637250,10
contig4,2638421,2639828,10
contig4,2640033,2644063,-10
contig4,2644212,2645213,-10
contig4,2645934,2647527,-10
contig4,2647991,2650787,10
contig4,2652770,2654318,10
contig4,2654540,2656926,-10
contig4,2657159,2658981,10
contig4,2664576,2671158,-10
contig4,2672280,2674650,10
contig4,2676315,2679473,-10
contig4,2679913,2682698,10
contig4,2684409,2686771,10
contig4,2688844,2700692,-10
contig4,2704488,2706948,-10
contig4,2708133,2710357,-10
contig4,2710876,2712379,10
contig4,2713291,2717676,10
contig4,2721000,2721964,-10
contig4,2722252,2729863,-10
contig4,2741588,2744395,-10
contig4,2745704,2746626,10
contig4,2747902,2749905,-10
contig4,2750247,2753392,10
contig4,2753919,2756211,-10
contig4,2757344,2765668,10
contig4,2767682,2769861,10
contig4,2771333,2775371,10
contig4,2776161,2776551,10
contig4,2778880,2782263,-10
contig4,2782532,2791368,10
contig4,2791960,2796226,-10
contig4,2797479,2800050,-10
contig4,2801336,2804033,-10
contig4,2805268,2809572,10
contig4,2819410,2820948,10
contig4,2825054,2829740,-10
contig4,2830602,2833829,-10
contig4,2835101,2835496,-10
contig4,2836029,2840121,10
contig4,2842085,2843441,10
contig4,2844004,2844590,10
contig4,2847622,2849947,-10
contig4,2854619,2858395,10
contig4,2908194,2909128,-10
contig4,2912498,2920054,-10
contig4,2928880,2929537,-10
contig4,2931421,2932884,-10
contig4,2933042,2934208,10
contig4,2945208,2950572,-10
contig4,2951409,2953229,-10
contig4,2954851,2956309,-10
contig4,2956811,2957539,-10
contig4,2957849,2961738,10
contig4,2960854,2961246,-10
contig4,2962299,2964873,-10
contig4,2968799,2970131,10
contig4,2971345,2973521,10
contig4,2975397,2975891,-10
contig4,2976860,2978674,-10
contig4,2979849,2980898,-10
contig4,2981957,2982820,10
contig4,2988239,2990679,-10
contig4,2990871,2993284,10
contig4,3003754,3008859,-10
contig4,3009832,3010880,10
contig4,3015485,3017737,-10
contig4,3020936,3021752,-10
contig4,3028829,3031719,-10
contig4,3032275,3034853,-10
contig4,3035051,3036832,10
contig4,3039548,3042771,-10
contig4,3043159,3046535,10
contig4,3047836,3048794,-10
contig4,3049210,3052550,10
contig4,3053602,3057015,-10
contig4,3057914,3060406,-10
contig4,3060966,3061846,-10
contig4,3063299,3067898,10
contig4,3068019,3068354,10
contig4,3070897,3072192,10
contig4,3073198,3075132,10
contig4,3075468,3079367,-10
contig4,3079767,3081414,10
contig4,3081754,3092518,10
contig4,3092724,3101550,-10
contig4,3111661,3114584,-10
contig4,3115243,3122243,-10
contig4,3122596,3125827,10
contig4,3126882,3134422,10
contig4,3136232,3140168,-10
contig4,3141745,3143341,-10
contig4,3149441,3153509,-10
contig4,3154735,3156304,10
contig4,3162638,3167355,-10
contig4,3168394,3171070,-10
contig4,3172676,3175173,-10
contig4,3176037,3180414,-10
contig4,3180918,3182918,10
contig4,3187750,3194483,-10
contig4,3195957,3199751,10
contig4,3200285,3201466,10
contig4,3202796,3204973,10
contig4,3207033,3210648,10
contig4,3216031,3217191,10
contig4,3230422,3231259,10
contig4,3238759,3241393,-10
contig4,3241781,3244643,10
contig4,3246961,3249691,10
contig4,3250573,3255839,-10
contig4,3274673,3275965,-10
contig4,3276318,3281733,10
contig4,3282341,3282841,-10
contig4,3288827,3291451,-10
contig4,3295829,3298718,-10
contig4,3300456,3301658,-10
contig4,3305472,3308146,-10
contig4,3308733,3309806,10
contig4,3319332,3322409,-10
contig4,3323260,3324508,-10
contig4,3324726,3326159,10
contig4,3326346,3327397,-10
contig4,3328146,3329188,10
contig4,3329700,3330856,-10
contig4,3333427,3334615,-10
contig4,3336075,3336604,-10
contig4,3345685,3348971,-10
contig4,3351099,3353329,-10
contig4,3364324,3365599,10
contig4,3371043,3372296,-10
contig4,3374463,3376942,-10
contig4,3379615,3381248,-10
contig4,3381321,3381687,10
contig4,3382634,3385927,-10
contig4,3386934,3394495,10
contig4,3397884,3400217,10
contig4,3400973,3401875,10
contig4,3402822,3406559,-10
contig4,3406851,3407577,-10
contig4,3409998,3410522,10
contig4,3411429,3412215,10
contig4,3413292,3415585,10
contig4,3417291,3418812,10
contig4,3420527,3421426,-10
contig4,3422613,3423575,10
contig4,3424423,3426541,-10
contig4,3426992,3431392,10
contig4,3432290,3434500,10
contig4,3436019,3437428,10
contig4,3438400,3442541,10
contig4,3447537,3451865,-10
contig4,3454098,3456461,10
contig4,3463994,3466557,-10
contig4,3467383,3468755,-10
contig4,3469068,3472479,10
contig4,3472864,3473954,10
contig4,3478572,3480345,-10
contig4,3481733,3485542,10
contig4,3486601,3489553,-10
contig4,3489749,3490677,10
contig4,3491411,3494572,10
contig4,3494891,3498442,-10
contig4,3498683,3501179,10
contig4,3502473,3504785,10
contig4,3525692,3527473,-10
contig4,3529081,3530260,-10
contig4,3531210,3533047,10
contig4,3535649,3536220,10
contig4,3538012,3539896,-10
contig4,3541188,3542888,-10
contig4,3543401,3544293,10
contig4,3546654,3548574,10
contig4,3549754,3554620,-10
contig4,3555350,3556604,10
contig4,3557038,3558483,-10
contig4,3559104,3567289,10
contig4,3571908,3574864,-10
contig4,3575209,3579866,-10
contig4,3580685,3581747,10
contig4,3582427,3584120,-10
contig4,3585915,3588349,-10
contig4,3589012,3593179,10
contig4,3593567,3596242,-10
contig4,3597678,3599257,10
contig4,3602568,3604139,10
contig4,3607026,3608998,-10
contig4,3609173,3612439,10
contig4,3612932,3614904,-10
contig4,3615910,3617698,-10
contig4,3618395,3621020,10
contig4,3621292,3627374,-10
contig4,3628847,3631500,10
contig4,3632343,3633091,10
contig4,3635162,3636460,10
contig4,3662846,3665308,10
contig4,3689775,3694767,10
contig4,3696618,3699424,10
contig4,3704426,3705896,10
contig4,3706964,3710912,-10
contig4,3711539,3712552,10
contig4,3720559,3721185,10
contig4,3737041,3740883,10
contig4,3743678,3745852,10
contig4,3747215,3747568,-10
contig4,3749546,3751664,-10
contig4,3752429,3756172,-10
contig4,3756725,3759583,-10
contig4,3760188,3765251,-10
contig4,3767164,3767612,-10
contig4,3768758,3772278,-10
contig4,3773265,3775941,10
contig4,3777653,3779873,10
contig4,3783926,3785964,-10
contig4,3786816,3790979,10
contig4,3792604,3793399,10
contig4,3793824,3799440,10
contig4,3800250,3801295,10
contig4,3801284,3802130,-10
contig4,3804386,3806377,-10
contig4,3808044,3809830,10
contig4,3811303,3816712,10
contig4,3817669,3825549,-10
contig4,3826687,3829143,10
contig4,3837200,3838230,-10
contig4,3840840,3855261,10
contig4,3857894,3861974,10
contig4,3862832,3864329,10
contig4,3865545,3867939,-10
contig4,3868861,3873357,10
contig4,3875392,3876608,-10
contig4,3877579,3879521,10
contig4,3881955,3885050,-10
contig4,3885538,3890757,10
contig4,3893951,3895044,-10
contig4,3896738,3901933,-10
contig4,3902110,3903646,10
contig4,3908002,3910117,-10
contig4,3910271,3913206,10
contig4,3918891,3920004,-10
contig4,3920718,3922827,10
contig4,3932345,3936245,-10
contig4,3940201,3941311,10
contig4,3943506,3944175,10
contig4,3944616,3949825,10
contig4,3954334,3957948,-10
contig4,3975448,3976721,-10
contig4,3977158,3979722,10
contig4,3981671,3993325,10
contig4,3994245,3995063,-10
contig4,3995303,3997555,10
contig4,3999329,4002955,10
contig4,4010466,4012389,-10
contig4,4013930,4017454,10
contig4,4025939,4026815,-10
contig4,4030174,4031276,-10
contig4,4032206,4033738,10
contig4,4034218,4037219,10
contig4,4038413,4041682,10
contig4,4042241,4044524,-10
contig4,4045478,4048780,-10
contig4,4050077,4052673,-10
contig4,4052810,4055174,10
contig4,4055381,4059709,-10
contig4,4060247,4063088,-10
contig4,4064006,4069329,10
contig4,4074132,4075638,-10
