chr,start,end,value1
contig2,6489000,6499000,0.12564322
contig2,6498000,6508000,-0.10090949
contig2,6507000,6517000,-0.006208426
contig2,6516000,6526000,-0.06390559
contig2,6525000,6535000,-0.2041464
contig2,6534000,6544000,0.032527473
contig2,6543000,6553000,-0.013202059
contig2,6552000,6562000,0.008707009
contig2,6561000,6571000,0.010347206
contig2,6570000,6580000,-0.034683373
contig2,6579000,6589000,0.010061243
contig2,6588000,6598000,-0.015451578
contig2,6597000,6607000,0.0616831
contig2,6606000,6616000,-0.04616805
contig2,6615000,6625000,-0.037931036
contig2,6624000,6634000,0.091450445
contig2,6633000,6643000,-0.04658865
contig2,6642000,6652000,-0.042586397
contig2,6651000,6661000,0.03814478
contig2,6660000,6670000,0.038381018
contig2,6669000,6679000,0.02417774
contig2,6678000,6688000,-0.2551268
contig2,6687000,6697000,-0.29484186
contig2,6696000,6706000,-4.56E-04
contig2,6705000,6715000,0.004436932
contig2,6714000,6724000,-0.00269179
contig2,6723000,6733000,0.020260183
contig2,6732000,6742000,-0.036187112
contig2,6741000,6751000,-0.009836066
contig2,6750000,6760000,9.07E-04
contig2,6759000,6769000,0.007669068
contig2,6768000,6778000,-0.061374974
contig2,6777000,6787000,-0.03267412
contig2,6786000,6796000,0.007502207
contig2,6795000,6805000,0.04889868
contig2,6804000,6814000,-0.08215547
contig2,6813000,6823000,0.31342623
contig2,6822000,6832000,0.19232465
contig2,6831000,6841000,-0.029465556
contig2,6840000,6850000,-0.010471204
contig2,6849000,6859000,0.066841416
contig2,6858000,6868000,-0.060912564
contig2,6867000,6877000,-0.034621578
contig2,6876000,6886000,0.09321497
contig2,6885000,6895000,-0.013810279
contig2,6894000,6904000,-0.003634809
contig2,6903000,6913000,0.040232453
contig2,6912000,6922000,0.03366155
contig2,6921000,6931000,0.023465704
contig2,6930000,6940000,-0.065257356
contig2,6939000,6949000,-0.026861452
contig2,6948000,6958000,-0.002823019
contig2,6957000,6967000,0.053342335
contig2,6966000,6976000,0.022590024
contig2,6975000,6985000,-0.014621742
contig2,6984000,6994000,-0.033420138
contig2,6993000,7003000,-0.013891857
contig2,7002000,7012000,0.04950495
contig2,7011000,7021000,0.012412548
contig2,7020000,7030000,0.048427816
contig2,7029000,7039000,0.003756906
contig2,7038000,7048000,-0.03724582
contig2,7047000,7057000,-0.09105431
contig2,7056000,7066000,-0.007902461
contig2,7065000,7075000,0.036243446
contig2,7074000,7084000,-0.002493766
contig2,7083000,7093000,-0.017016575
contig2,7092000,7102000,0.03796856
contig2,7101000,7111000,0.0542996
contig2,7110000,7120000,0.102547064
contig2,7119000,7129000,-0.002468028
contig2,7128000,7138000,-0.022501081
contig2,7137000,7147000,0.040444445
contig2,7146000,7156000,0.036544852
contig2,7155000,7165000,0.08565264
contig2,7164000,7174000,0.08198219
contig2,7173000,7183000,-0.08065208
contig2,7182000,7192000,0.005799503
contig2,7191000,7201000,-0.022970904
contig2,7200000,7210000,-0.062107768
contig2,7209000,7219000,0.06767868
contig2,7218000,7228000,0
contig2,7227000,7237000,0.00424581
contig2,7236000,7246000,-0.045798134
contig2,7245000,7255000,0.017635532
contig2,7254000,7264000,0.020810515
contig2,7263000,7273000,0.026051188
contig2,7272000,7282000,-0.015144344
contig2,7281000,7291000,-0.002337938
contig2,7290000,7300000,0.032003507
contig2,7299000,7309000,0.024632769
contig2,7308000,7318000,-0.027124774
contig2,7317000,7327000,-0.05074091
contig2,7326000,7336000,-0.0515922
contig2,7335000,7345000,-0.079034545
contig2,7344000,7354000,0.090583764
contig2,7353000,7363000,-0.20622042
contig2,7362000,7372000,0.007640253
contig2,7371000,7381000,-0.1364562
contig2,7380000,7390000,-0.02039958
contig2,7389000,7399000,0.025348542
contig2,7398000,7408000,0.039855074
contig2,7407000,7417000,0.14488392
contig2,7416000,7426000,0.04922516
contig2,7425000,7435000,-0.043537416
contig2,7434000,7444000,-0.01427297
contig2,7443000,7453000,-0.042988315
contig2,7452000,7462000,0.13002042
contig2,7461000,7471000,0.003414523
contig2,7470000,7480000,0.069412306
contig2,7479000,7489000,-0.010185185
contig2,7488000,7498000,0.035138123
contig2,7497000,7507000,0.09298606
contig2,7506000,7516000,0.028263796
contig2,7515000,7525000,-0.07314877
contig2,7524000,7534000,-0.035590276
contig2,7533000,7543000,0.046403714
contig2,7542000,7552000,-0.010335372
contig2,7551000,7561000,0.07775039
contig2,7560000,7570000,0.007653061
contig2,7569000,7579000,0.053403143
contig2,7578000,7588000,0.05132125
contig2,7587000,7597000,0.06114311
contig2,7596000,7606000,-0.034623217
contig2,7605000,7615000,-0.050855085
contig2,7614000,7624000,-0.22611123
contig2,7623000,7633000,-0.011795544
contig2,7632000,7642000,-0.025275437
contig2,7641000,7651000,0.031731643
contig2,7650000,7660000,0.009761634
contig2,7659000,7669000,-0.05141917
contig2,7668000,7678000,-0.068498686
contig2,7677000,7687000,0.047437526
contig2,7686000,7696000,0.050597176
contig2,7695000,7705000,-0.05540661
contig2,7704000,7714000,0.028866868
contig2,7713000,7723000,0.004376368
contig2,7722000,7732000,0.160706
contig2,7731000,7741000,0.13015285
contig2,7740000,7750000,-0.021057557
contig2,7749000,7759000,-0.014600231
contig2,7758000,7768000,0.014017769
contig2,7767000,7777000,0.098828845
contig2,7776000,7786000,-0.032415304
contig2,7785000,7795000,-0.16188756
contig2,7794000,7804000,-0.027667984
contig2,7803000,7813000,-0.007277397
contig2,7812000,7822000,-0.03323536
contig2,7821000,7831000,-0.083010755
contig2,7830000,7840000,-0.045754608
contig2,7839000,7849000,0.030794166
contig2,7848000,7858000,0.010592743
contig2,7857000,7867000,-0.046587657
contig2,7866000,7876000,-0.007986186
contig2,7875000,7885000,-0.031813126
contig2,7884000,7894000,0.001816531
contig2,7893000,7903000,-0.12912147
contig2,7902000,7912000,0.010317461
contig2,7911000,7921000,0.1388664
contig2,7920000,7930000,0.14952323
contig2,7929000,7939000,0.028191611
contig2,7938000,7948000,-0.004707465
contig2,7947000,7957000,-0.04648241
contig2,7956000,7966000,-0.007894175
contig2,7965000,7975000,-0.03384856
contig2,7974000,7984000,0.07120253
contig2,7983000,7993000,-0.004102786
contig2,7992000,8002000,0.037402015
contig2,8001000,8011000,0.011079731
contig2,8010000,8020000,0.06677525
contig2,8019000,8029000,0.07278743
contig2,8028000,8038000,0.16062917
contig2,8037000,8047000,0.13226317
contig2,8046000,8056000,-0.029937444
contig2,8055000,8065000,0.028647568
contig2,8064000,8074000,0.0841711
contig2,8073000,8083000,-0.009785551
contig2,8082000,8092000,0.002237137
contig2,8091000,8101000,-0.012340684
contig2,8100000,8110000,0.001767826
contig2,8109000,8119000,0.04971916
contig2,8118000,8128000,0.008453085
contig2,8127000,8137000,-0.058131326
contig2,8136000,8146000,-0.029462738
contig2,8145000,8155000,0.020400079
contig2,8154000,8164000,0.09678699
contig2,8163000,8173000,-0.08805167
contig2,8172000,8182000,-0.031665903
contig2,8181000,8191000,-0.029618582
contig2,8190000,8200000,0.014329136
contig2,8199000,8209000,0.06622222
contig2,8208000,8218000,-0.001124859
contig2,8217000,8227000,-0.05581499
contig2,8226000,8236000,-0.0391656
contig2,8235000,8245000,0.08842624
contig2,8244000,8254000,-0.06117702
contig2,8253000,8263000,0.041929178
contig2,8262000,8272000,0.08108108
contig2,8271000,8281000,-0.014798206
contig2,8280000,8290000,-0.027913159
contig2,8289000,8299000,0.059376337
contig2,8298000,8308000,-0.045607727
contig2,8307000,8317000,0.021522077
contig2,8316000,8326000,0.01650779
contig2,8325000,8335000,-0.00315723
contig2,8334000,8344000,-0.08790114
contig2,8343000,8353000,0.11992149
contig2,8352000,8362000,0.021232735
contig2,8361000,8371000,-0.043958575
contig2,8370000,8380000,0.0353296
contig2,8379000,8389000,0.012987013
contig2,8388000,8398000,-0.08490754
contig2,8397000,8407000,0.030576646
contig2,8406000,8416000,0.050319828
contig2,8415000,8425000,0.0561936
contig2,8424000,8434000,0.044124477
contig2,8433000,8443000,0.002883123
contig2,8442000,8452000,0.009874327
contig2,8451000,8461000,-0.07522024
contig2,8460000,8470000,0.05529226
contig2,8469000,8479000,0.0636012
contig2,8478000,8488000,0.021904143
contig2,8487000,8497000,-0.002552106
contig2,8496000,8506000,-0.08366203
contig2,8505000,8515000,0.041476656
contig2,8514000,8524000,-0.08034611
contig2,8523000,8533000,-0.023106547
contig2,8532000,8542000,-0.03634385
contig2,8541000,8551000,0.046339203
contig2,8550000,8560000,-0.080368906
contig2,8559000,8569000,-0.015675327
contig2,8568000,8578000,0.09017952
contig2,8577000,8587000,-0.008699435
contig2,8586000,8596000,-0.0453284
contig2,8595000,8605000,-6.87E-04
contig2,8604000,8614000,0.069778085
contig2,8613000,8623000,-0.02455508
contig2,8622000,8632000,0.003219871
contig2,8631000,8641000,0.03181057
contig2,8640000,8650000,0.021652674
contig2,8649000,8659000,0.037157454
contig2,8658000,8668000,0.08113077
contig2,8667000,8677000,0.038073394
contig2,8676000,8686000,0.007340753
contig2,8685000,8695000,0.008861033
contig2,8694000,8704000,2.27E-04
contig2,8703000,8713000,0.029748283
contig2,8712000,8722000,-0.0662066
contig2,8721000,8731000,0.019403296
contig2,8730000,8740000,-0.050854795
contig2,8739000,8749000,-0.02235529
contig2,8748000,8758000,-0.118500605
contig2,8757000,8767000,-0.024674568
contig2,8766000,8776000,0.07829615
contig2,8775000,8785000,0.04927536
contig2,8784000,8794000,0.015444015
contig2,8793000,8803000,-0.020891925
contig2,8802000,8812000,-0.097789116
contig2,8811000,8821000,0.040564373
contig2,8820000,8833115,0.32682925
contig3,1,10000,-0.4266355
contig3,9000,19000,-0.06177606
contig3,18000,28000,0.04227078
contig3,27000,37000,-0.004493464
contig3,36000,46000,-0.13091354
contig3,45000,55000,-0.112919636
contig3,54000,64000,-0.09021956
contig3,63000,73000,0.01576044
contig3,72000,82000,0.026356589
contig3,81000,91000,-0.08537313
contig3,90000,100000,-0.19485371
contig3,99000,109000,0.004524887
contig3,108000,118000,0.09152407
contig3,117000,127000,-0.06955178
contig3,126000,136000,0.029106453
contig3,135000,145000,-0.00271423
contig3,144000,154000,-0.19466215
contig3,153000,163000,0.04393816
contig3,162000,172000,0.12434252
contig3,171000,181000,0.11140065
contig3,180000,190000,0.004457652
contig3,189000,199000,-0.008787346
contig3,198000,208000,0.02247191
contig3,207000,217000,-0.05930807
contig3,216000,226000,-0.04372093
contig3,225000,235000,0.11281589
contig3,234000,244000,0.012963384
contig3,243000,253000,0.029532228
contig3,252000,262000,-0.029973935
contig3,261000,271000,-0.006524942
contig3,270000,280000,-0.013429972
contig3,279000,289000,0.08862405
contig3,288000,298000,-0.010687023
contig3,297000,307000,-0.070252724
contig3,306000,316000,-0.040071238
contig3,315000,325000,-0.006550712
contig3,324000,334000,-0.05598086
contig3,333000,343000,-0.017887564
contig3,342000,352000,-0.040549237
contig3,351000,361000,-0.052386988
contig3,360000,370000,0.012088371
contig3,369000,379000,-0.11942959
contig3,378000,388000,-0.017761609
contig3,387000,397000,-0.027468786
contig3,396000,406000,-0.014474245
contig3,405000,415000,0.10753176
contig3,414000,424000,-0.0421646
contig3,423000,433000,-0.11130211
contig3,432000,442000,0.018394649
contig3,441000,451000,0.1313336
contig3,450000,460000,-0.127954
contig3,459000,469000,-0.125
contig3,468000,478000,0.12648691
contig3,477000,487000,0.09218719
contig3,486000,496000,0.13835303
contig3,495000,505000,0.14887752
contig3,504000,514000,0.06542056
contig3,513000,523000,0.001433545
contig3,522000,532000,-0.072415434
contig3,531000,541000,-0.075180225
contig3,540000,550000,-0.011207444
contig3,549000,559000,-0.011722272
contig3,558000,568000,-0.032
contig3,567000,577000,-0.0845839
contig3,576000,586000,-0.07647585
contig3,585000,595000,-0.007577398
contig3,594000,604000,0.04089376
contig3,603000,613000,-0.09952213
contig3,612000,622000,-0.13837601
contig3,621000,631000,0.124711804
contig3,630000,640000,-0.094987415
contig3,639000,649000,-0.085814364
contig3,648000,658000,-0.0356609
contig3,657000,667000,-0.035635725
contig3,666000,676000,0.048076924
contig3,675000,685000,-0.022727273
contig3,684000,694000,0.002862806
contig3,693000,703000,-0.10518463
contig3,702000,712000,-0.14080718
contig3,711000,721000,-0.18421052
contig3,720000,730000,-0.09882988
contig3,729000,739000,0.071134865
contig3,738000,748000,-0.060489062
contig3,747000,757000,-0.05541237
contig3,756000,766000,-0.10259111
contig3,765000,775000,-0.17514125
contig3,774000,784000,-0.0859375
contig3,783000,793000,0.109058924
contig3,792000,802000,-0.14385965
contig3,801000,811000,-0.14714962
contig3,810000,820000,-0.115890585
contig3,819000,829000,-0.057774175
contig3,828000,838000,0.1569966
contig3,837000,847000,0.037672866
contig3,846000,856000,0.12198615
contig3,855000,865000,-0.057797164
contig3,864000,874000,0.068412736
contig3,873000,883000,-0.029980863
contig3,882000,892000,0.05092813
contig3,891000,901000,-0.061032865
contig3,900000,910000,0.13755795
contig3,909000,919000,-0.005149813
contig3,918000,928000,0.08974988
contig3,927000,937000,0.08119558
contig3,936000,946000,0.10198733
contig3,945000,955000,0.16786227
contig3,954000,964000,0.061506275
contig3,963000,973000,-0.023858495
contig3,972000,982000,0.14147465
contig3,981000,991000,0.04063255
contig3,990000,1000000,-0.028985508
contig3,999000,1009000,-0.037273694
contig3,1008000,1018000,0.097790316
contig3,1017000,1027000,0.0399498
contig3,1026000,1036000,-0.06804867
contig3,1035000,1045000,0.15178762
contig3,1044000,1054000,0.10260271
contig3,1053000,1063000,-0.022750992
contig3,1062000,1072000,0.08910015
contig3,1071000,1081000,0.12510936
contig3,1080000,1090000,0.02744923
contig3,1089000,1099000,0.07832009
contig3,1098000,1108000,-0.012831858
contig3,1107000,1117000,0.062943265
contig3,1116000,1126000,-0.08348135
contig3,1125000,1135000,0.07017544
contig3,1134000,1144000,0.009792758
contig3,1143000,1153000,0.047554653
contig3,1152000,1162000,8.81E-04
contig3,1161000,1171000,0.007351397
contig3,1170000,1180000,0.14381272
contig3,1179000,1189000,0.08691425
contig3,1188000,1198000,0.0449069
contig3,1197000,1207000,0.09997803
contig3,1206000,1216000,0.09935484
contig3,1215000,1225000,-0.08506224
contig3,1224000,1234000,0.07158446
contig3,1233000,1243000,-0.032215063
contig3,1242000,1252000,-0.106272906
contig3,1251000,1261000,0.058315333
contig3,1260000,1270000,0.042316258
contig3,1269000,1279000,-0.07797962
contig3,1278000,1288000,-0.028000869
contig3,1287000,1297000,-0.02309935
contig3,1296000,1306000,0.028596962
contig3,1305000,1315000,-0.04396516
contig3,1314000,1324000,0.029323481
contig3,1323000,1333000,0.041563693
contig3,1332000,1342000,0.027678005
contig3,1341000,1351000,0.035843056
contig3,1350000,1360000,0.13159624
contig3,1359000,1369000,0.13761468
contig3,1368000,1378000,-0.02599119
contig3,1377000,1387000,-0.02135738
contig3,1386000,1396000,-0.018197574
contig3,1395000,1405000,-0.10404241
contig3,1404000,1414000,0.099229515
contig3,1413000,1423000,0.035414536
contig3,1422000,1432000,-0.09826067
contig3,1431000,1441000,-0.12994877
contig3,1440000,1450000,0.07582552
contig3,1449000,1459000,-0.019025521
contig3,1458000,1468000,-0.03788699
contig3,1467000,1477000,0.05499066
contig3,1476000,1486000,0.06416412
contig3,1485000,1495000,-0.088991985
contig3,1494000,1504000,-0.11909263
contig3,1503000,1513000,-0.1097561
contig3,1512000,1522000,-0.038453087
contig3,1521000,1531000,-0.012775331
contig3,1530000,1540000,0.09853843
contig3,1539000,1549000,-0.006499134
contig3,1548000,1558000,0.09371505
contig3,1557000,1567000,0.072438166
contig3,1566000,1576000,-0.03084955
contig3,1575000,1585000,0.07731629
contig3,1584000,1594000,-0.029877773
contig3,1593000,1603000,0.07553014
contig3,1602000,1612000,0.07494747
contig3,1611000,1621000,0.06316688
contig3,1620000,1630000,0.079822615
contig3,1629000,1639000,-0.04144527
contig3,1638000,1648000,-0.14215577
contig3,1647000,1657000,-0.035396308
contig3,1656000,1666000,-0.08393829
contig3,1665000,1675000,0.12942664
contig3,1674000,1684000,-0.021304633
contig3,1683000,1693000,-0.005736138
contig3,1692000,1702000,-0.13825071
contig3,1701000,1711000,-0.001832621
contig3,1710000,1720000,0.10032972
contig3,1719000,1729000,-0.16642606
contig3,1728000,1738000,0.013569544
contig3,1737000,1747000,-0.098957226
contig3,1746000,1756000,0.05155099
contig3,1755000,1765000,-0.020353388
contig3,1764000,1774000,0.031064112
contig3,1773000,1783000,-0.010507881
contig3,1782000,1792000,-0.04676342
contig3,1791000,1801000,-0.041706614
contig3,1800000,1810000,-0.05337409
contig3,1809000,1819000,-0.012519918
contig3,1818000,1828000,0.004088659
contig3,1827000,1837000,0.00631579
contig3,1836000,1846000,0.09596662
contig3,1845000,1855000,0.093007155
contig3,1854000,1864000,0.093499556
contig3,1863000,1873000,-0.041647803
contig3,1872000,1882000,-0.08192156
contig3,1881000,1891000,-0.062759675
contig3,1890000,1900000,0.06266095
contig3,1899000,1909000,-0.16652614
contig3,1908000,1918000,0.012330199
contig3,1917000,1927000,0.106272906
contig3,1926000,1936000,0.109630264
contig3,1935000,1945000,0.13028927
contig3,1944000,1954000,0.036627505
contig3,1953000,1963000,0.10705318
contig3,1962000,1972000,0.02703677
contig3,1971000,1981000,0.009056148
contig3,1980000,1990000,-0.05242967
contig3,1989000,1999000,0.07685628
contig3,1998000,2008000,0.22316201
contig3,2007000,2017000,0.101423874
contig3,2016000,2026000,0.108234294
contig3,2025000,2035000,0.054455444
contig3,2034000,2044000,0.06761719
contig3,2043000,2053000,0.20790103
contig3,2052000,2062000,0.07015409
contig3,2061000,2071000,-0.050274782
contig3,2070000,2080000,-0.033901963
contig3,2079000,2089000,-0.05047388
contig3,2088000,2098000,-0.11554483
contig3,2097000,2107000,-0.0952381
contig3,2106000,2116000,0.04716553
contig3,2115000,2125000,0.025965229
contig3,2124000,2134000,0.024111675
contig3,2133000,2143000,-0.14714715
contig3,2142000,2152000,-0.10892418
contig3,2151000,2161000,-0.042665582
contig3,2160000,2170000,-0.093877554
contig3,2169000,2179000,-0.10585635
contig3,2178000,2188000,0.042210285
contig3,2187000,2197000,0.17725752
contig3,2196000,2206000,0.023099704
contig3,2205000,2215000,-0.1763332
contig3,2214000,2224000,0.042078145
contig3,2223000,2233000,0.049292754
contig3,2232000,2242000,-0.073449135
contig3,2241000,2251000,0.020042645
contig3,2250000,2260000,0.03717549
contig3,2259000,2269000,-0.08271631
contig3,2268000,2278000,-0.03295094
contig3,2277000,2287000,-0.072142065
contig3,2286000,2296000,-0.07647715
contig3,2295000,2305000,-0.19102593
contig3,2304000,2314000,-0.11013216
contig3,2313000,2323000,0.047459755
contig3,2322000,2332000,-0.04969338
contig3,2331000,2341000,0.06679716
contig3,2340000,2350000,0.07276324
contig3,2349000,2359000,0.0894597
contig3,2358000,2368000,0.042159267
contig3,2367000,2377000,0.039653305
contig3,2376000,2386000,-0.037210207
contig3,2385000,2395000,-0.048031155
contig3,2394000,2404000,-0.042801555
contig3,2403000,2413000,-0.027062135
contig3,2412000,2422000,0.017551279
contig3,2421000,2431000,-0.042510573
contig3,2430000,2440000,-0.03626943
contig3,2439000,2449000,0.1905073
contig3,2448000,2458000,0.19920407
contig3,2457000,2467000,-0.12383679
contig3,2466000,2476000,-0.14443266
contig3,2475000,2485000,-0.046891578
contig3,2484000,2494000,-0.08621055
contig3,2493000,2503000,-0.003038195
contig3,2502000,2512000,-0.043239824
contig3,2511000,2521000,0.024294157
contig3,2520000,2530000,0.022779044
contig3,2529000,2539000,0.09381045
contig3,2538000,2548000,0.036607143
contig3,2547000,2557000,-0.001806141
contig3,2556000,2566000,0.030496908
contig3,2565000,2575000,-0.032655858
contig3,2574000,2584000,0.03925482
contig3,2583000,2593000,-0.010125557
contig3,2592000,2602000,-0.012335177
contig3,2601000,2611000,0.03942181
contig3,2610000,2620000,0.03529412
contig3,2619000,2629000,0.07709107
contig3,2628000,2638000,0.12415743
contig3,2637000,2647000,0.15459883
contig3,2646000,2656000,0.19209388
contig3,2655000,2665000,0.11809363
contig3,2664000,2674000,-0.16169828
contig3,2673000,2683000,0.040938165
contig3,2682000,2692000,0.047155846
contig3,2691000,2701000,0.019049704
contig3,2700000,2710000,0.0723171
contig3,2709000,2719000,0.046462957
contig3,2718000,2728000,0.083240345
contig3,2727000,2737000,0.042672414
contig3,2736000,2746000,0.1571621
contig3,2745000,2755000,0.026906827
contig3,2754000,2764000,-5.96E-04
contig3,2763000,2773000,0.004012841
contig3,2772000,2782000,0.038987137
contig3,2781000,2791000,0.087123506
contig3,2790000,2800000,0.05914718
contig3,2799000,2809000,-0.005104044
contig3,2808000,2818000,0.14686404
contig3,2817000,2827000,0.11408567
contig3,2826000,2836000,0.011024908
contig3,2835000,2845000,0.08247214
contig3,2844000,2854000,0.021027092
contig3,2853000,2863000,-0.06553053
contig3,2862000,2872000,-0.041787792
contig3,2871000,2881000,-0.10917913
contig3,2880000,2890000,-0.021953676
contig3,2889000,2899000,-0.06617217
contig3,2898000,2908000,0.032483105
contig3,2907000,2917000,0.008634049
contig3,2916000,2926000,0.07551105
contig3,2925000,2935000,-0.004964386
contig3,2934000,2944000,-0.020148462
contig3,2943000,2953000,-0.12512717
contig3,2952000,2962000,-0.054207973
contig3,2961000,2971000,0.012888889
contig3,2970000,2980000,-0.038837157
contig3,2979000,2989000,-0.07830271
contig3,2988000,2998000,0.108606555
contig3,2997000,3007000,0.06049496
contig3,3006000,3016000,0.09272097
contig3,3015000,3025000,-0.081105575
contig3,3024000,3034000,-0.083843715
contig3,3033000,3043000,0.03479189
contig3,3042000,3052000,-0.03428056
contig3,3051000,3061000,0.001865672
contig3,3060000,3070000,0.030696066
contig3,3069000,3079000,0.016926503
contig3,3078000,3088000,-0.15231788
contig3,3087000,3097000,0.015600272
contig3,3096000,3106000,0.005581603
contig3,3105000,3115000,-0.015614973
contig3,3114000,3124000,0.01921831
contig3,3123000,3133000,-0.032935947
contig3,3132000,3142000,0.05977632
contig3,3141000,3151000,-0.025358757
contig3,3150000,3160000,0.02254178
contig3,3159000,3169000,0.062374245
contig3,3168000,3178000,-0.12529366
contig3,3177000,3187000,-0.11647556
contig3,3186000,3196000,-0.18711329
contig3,3195000,3205000,-0.057389762
contig3,3204000,3214000,-0.042537853
contig3,3213000,3223000,-0.041992884
contig3,3222000,3232000,-0.118054
contig3,3231000,3241000,0.11540209
contig3,3240000,3250000,0.07124857
contig3,3249000,3259000,-0.056174766
contig3,3258000,3268000,-0.021734158
contig3,3267000,3277000,-0.021156559
contig3,3276000,3286000,0.10496516
contig3,3285000,3295000,0.114643544
contig3,3294000,3304000,0.052729383
contig3,3303000,3313000,-0.07812171
contig3,3312000,3322000,-0.124789916
contig3,3321000,3331000,-0.03431694
contig3,3330000,3340000,-0.010327401
contig3,3339000,3349000,0.08112914
contig3,3348000,3358000,0.1114149
contig3,3357000,3367000,-0.021993449
contig3,3366000,3376000,0.047728315
contig3,3375000,3385000,-0.02278257
contig3,3384000,3394000,-0.053023256
contig3,3393000,3403000,0.007755475
contig3,3402000,3412000,-0.10216847
contig3,3411000,3421000,-0.060342908
contig3,3420000,3430000,-0.06305486
contig3,3429000,3439000,0.04392048
contig3,3438000,3448000,0.0877736
contig3,3447000,3457000,0.032786883
contig3,3456000,3466000,-0.03852967
contig3,3465000,3475000,0.07461595
contig3,3474000,3484000,0.020241171
contig3,3483000,3493000,-0.06805216
contig3,3492000,3502000,0.0454341
contig3,3501000,3511000,-0.05919264
contig3,3510000,3520000,0.012897679
contig3,3519000,3529000,-0.060348682
contig3,3528000,3538000,0.027356997
contig3,3537000,3547000,0.037744034
contig3,3546000,3556000,0.19566125
contig3,3555000,3565000,0.17116013
contig3,3564000,3574000,-0.043631557
contig3,3573000,3583000,0.007426268
contig3,3582000,3592000,0.033400584
contig3,3591000,3601000,-0.003034595
contig3,3600000,3610000,0.013314646
contig3,3609000,3619000,-0.14181487
contig3,3618000,3628000,-0.033022862
contig3,3627000,3637000,-0.1437528
contig3,3636000,3646000,-0.016935151
contig3,3645000,3655000,0.14875284
contig3,3654000,3664000,0.028714107
contig3,3663000,3673000,-0.049976863
contig3,3672000,3682000,-0.009588494
contig3,3681000,3691000,0.05914718
contig3,3690000,3700000,0.096396394
contig3,3699000,3709000,-0.06303855
contig3,3708000,3718000,-0.0508033
contig3,3717000,3727000,0.08683729
contig3,3726000,3736000,0.009421265
contig3,3735000,3745000,-0.03787879
contig3,3744000,3754000,0.003536693
contig3,3753000,3763000,-0.16255051
contig3,3762000,3772000,0.074335545
contig3,3771000,3781000,-0.070314266
contig3,3780000,3790000,0.07520068
contig3,3789000,3799000,0.09358914
contig3,3798000,3808000,0.004171881
contig3,3807000,3817000,0.06512919
contig3,3816000,3826000,0.09087013
contig3,3825000,3835000,-0.05895489
contig3,3834000,3844000,-0.005110733
contig3,3843000,3853000,-0.107943825
contig3,3852000,3862000,-0.079683825
contig3,3861000,3871000,-0.08968421
contig3,3870000,3880000,0.019782174
contig3,3879000,3889000,0.037419356
contig3,3888000,3898000,-0.018159049
contig3,3897000,3907000,0.14932318
contig3,3906000,3916000,0.09140347
contig3,3915000,3925000,0.03179006
contig3,3924000,3934000,0.14297764
contig3,3933000,3943000,0.06757877
contig3,3942000,3952000,0.07366985
contig3,3951000,3961000,0.033945687
contig3,3960000,3970000,-0.003443823
contig3,3969000,3979000,-0.04349636
contig3,3978000,3988000,-0.012673753
contig3,3987000,3997000,-0.027331525
contig3,3996000,4006000,-0.09547521
contig3,4005000,4015000,-0.0350488
contig3,4014000,4024000,0.077780254
contig3,4023000,4033000,0.13107242
contig3,4032000,4042000,0.07632264
contig3,4041000,4051000,0.07626601
contig3,4050000,4060000,-0.018439109
contig3,4059000,4069000,0.05215124
contig3,4068000,4078000,0.07269319
contig3,4077000,4087000,0.022808587
contig3,4086000,4096000,0.057471264
contig3,4095000,4105000,-0.06232939
contig3,4104000,4114000,0.014128035
contig3,4113000,4123000,0.026599253
contig3,4122000,4132000,-0.067612685
contig3,4131000,4141000,0.011283798
contig3,4140000,4150000,-0.11199625
contig3,4149000,4159000,0.14611872
contig3,4158000,4168000,0.012000873
contig3,4167000,4177000,0.038058013
contig3,4176000,4186000,0.06623586
contig3,4185000,4195000,-0.15451175
contig3,4194000,4204000,-0.13472918
contig3,4203000,4213000,-0.10273369
contig3,4212000,4222000,-0.11634163
contig3,4221000,4231000,-0.0864745
contig3,4230000,4240000,0.1260715
contig3,4239000,4249000,0.14913449
contig3,4248000,4258000,-0.030875577
contig3,4257000,4267000,-0.14623033
contig3,4266000,4276000,-0.008624407
contig3,4275000,4285000,-0.003439578
contig3,4284000,4294000,-0.16993167
contig3,4293000,4303000,-0.07352012
contig3,4302000,4312000,0.14382896
contig3,4311000,4321000,-0.04400166
contig3,4320000,4330000,0.061954264
contig3,4329000,4339000,-0.027810236
contig3,4338000,4348000,-0.035193134
contig3,4347000,4357000,-0.023728814
contig3,4356000,4366000,-0.055846423
contig3,4365000,4375000,-0.049495876
contig3,4374000,4384000,-0.029411765
contig3,4383000,4393000,-0.08686869
contig3,4392000,4402000,-0.08776371
contig3,4401000,4411000,-0.05039674
contig3,4410000,4420000,0.012897282
contig3,4419000,4429000,-0.037567083
contig3,4428000,4438000,-0.14333126
contig3,4437000,4447000,-0.14412417
contig3,4446000,4456000,-0.054336246
contig3,4455000,4465000,-0.0489393
contig3,4464000,4474000,-0.009162304
contig3,4473000,4483000,0.03168855
contig3,4482000,4492000,-0.09166667
contig3,4491000,4501000,-0.09094625
contig3,4500000,4510000,-0.08091603
contig3,4509000,4519000,0.023400936
contig3,4518000,4528000,-0.032615647
contig3,4527000,4537000,0.109545454
contig3,4536000,4546000,-0.016846653
contig3,4545000,4555000,0.021082373
contig3,4554000,4564000,0.12769197
contig3,4563000,4573000,0.075411335
