chr,start,end,value1,value2
contig13,937133,937246,Unknown,gpos100
contig13,937254,937330,Unknown,gpos100
contig13,937331,937509,Unknown,gpos100
contig13,939344,939665,Unknown,gpos100
contig13,940639,940841,Unknown,gpos100
contig13,941739,941942,Unknown,gpos100
contig13,942382,942562,Unknown,gpos100
contig13,942859,942903,Unknown,gpos100
contig13,944249,944520,Unknown,gpos100
contig13,944290,944566,Unknown,gpos100
contig13,948299,948744,Unknown,gpos100
contig13,949353,949419,Unknown,gpos100
contig13,949425,949575,Unknown,gpos100
contig13,951792,951834,Unknown,gpos100
contig13,952184,952237,Unknown,gpos100
contig13,953928,954007,Unknown,gpos100
contig13,954008,954073,Unknown,gpos100
contig13,954074,954195,Unknown,gpos100
contig13,954220,954269,Unknown,gpos100
contig13,955099,955138,Unknown,gpos100
contig13,955867,956248,Unknown,gpos100
contig13,956090,956279,Unknown,gpos100
contig13,961393,961459,Unknown,gpos100
contig13,961397,961523,Unknown,gpos100
contig13,961887,961951,Unknown,gpos100
contig13,962476,962573,Unknown,gpos100
contig13,967308,967325,Unknown,gpos100
contig13,967326,967398,Unknown,gpos100
contig13,967399,967412,Unknown,gpos100
contig13,970059,970114,Unknown,gpos100
contig13,971195,971325,Unknown,gpos100
contig13,971496,971627,Unknown,gpos100
contig13,971867,975745,LTR/Gypsy,gpos100
contig13,975746,978767,Unknown,gpos100
contig13,976719,979875,Unknown,gpos100
contig13,979873,980214,Unknown,gpos100
contig13,980261,984857,Unknown,gpos100
contig13,984858,985217,LTR/Gypsy,gpos100
contig13,986444,986728,LTR/Gypsy,gpos100
contig13,995186,995227,Unknown,gpos100
contig13,995226,996204,Unknown,gpos100
contig13,996205,997151,LTR/Gypsy,gpos100
contig13,997134,998073,LTR/Gypsy,gpos100
contig13,998074,998627,Unknown,gpos100
contig13,998612,1006101,LTR/Gypsy,gpos100
contig13,1006102,1009129,Unknown,gpos100
contig13,1009130,1009559,DNA,gpos100
contig13,1009638,1009963,DNA,gpos100
contig13,1009964,1011431,Unknown,gpos100
contig13,1011432,1012272,Unknown,gpos100
contig13,1012272,1012916,Unknown,gpos100
contig13,1012407,1013253,Unknown,gpos100
contig13,1013050,1013360,DNA,gpos100
contig13,1013361,1013888,LTR/Gypsy,gpos100
contig13,1013971,1014003,Unknown,gpos100
contig13,1014128,1014401,Unknown,gpos100
contig13,1014402,1014645,LTR/Gypsy,gpos100
contig13,1014635,1016156,LTR/Gypsy,gpos100
contig13,1016142,1017919,LTR/Gypsy,gpos100
contig13,1017917,1019161,LTR/Gypsy,gpos100
contig13,1019165,1019882,Unknown,gpos100
contig13,1019883,1024509,LTR/Gypsy,gpos100
contig13,1024516,1024837,Unknown,gpos100
contig13,1024888,1025217,Unknown,gpos100
contig13,1028001,1028099,Unknown,gpos100
contig13,1031754,1031798,Unknown,gpos100
contig13,1031761,1031825,Unknown,gpos100
contig13,1036143,1036179,Unknown,gpos100
contig13,1039474,1039636,Unknown,gpos100
contig13,1044527,1044597,Unknown,gpos100
contig13,1044666,1044717,Unknown,gpos100
contig13,1045477,1045572,Unknown,gpos100
contig13,1055287,1055407,Unknown,gpos100
contig13,1056681,1056844,Unknown,gpos100
contig13,1057648,1057676,Unknown,gpos100
contig13,1057728,1058842,Unknown,gpos100
contig13,1061847,1061896,Unknown,gpos100
contig13,1062008,1062162,Unknown,gpos100
contig13,1064776,1065102,Unknown,gpos100
contig13,1065095,1065191,Unknown,gpos100
contig13,1067056,1067889,LTR/Gypsy,gpos100
contig13,1068017,1070244,LTR/Gypsy,gpos100
contig13,1070252,1070575,Unknown,gpos100
contig13,1070773,1070842,Unknown,gpos100
contig13,1070985,1071360,Unknown,gpos100
contig13,1072776,1072826,Unknown,gpos100
contig13,1072797,1074553,Unknown,gpos100
contig13,1074760,1074840,Unknown,gpos100
contig13,1074923,1075324,Unknown,gpos100
contig13,1075325,1075570,Unknown,gpos100
contig13,1075571,1075824,Unknown,gpos100
contig13,1094018,1094406,Unknown,gpos100
contig13,1094071,1095101,Unknown,gpos100
contig13,1095098,1095275,Unknown,gpos100
contig13,1095166,1095507,Unknown,gpos100
contig13,1095518,1095609,Unknown,gpos100
contig13,1097062,1097460,Unknown,gpos100
contig13,1097548,1097778,Unknown,gpos100
contig13,1097783,1097985,Unknown,gpos100
contig13,1097819,1098145,Unknown,gpos100
contig13,1098282,1098702,Unknown,gpos100
contig13,1098701,1098929,Unknown,gpos100
contig13,1098937,1099229,Unknown,gpos100
contig13,1099332,1099640,Unknown,gpos100
contig13,1099653,1099879,Unknown,gpos100
contig13,1099700,1099906,Unknown,gpos100
contig13,1102145,1102631,Unknown,gpos100
contig13,1102830,1103861,Unknown,gpos100
contig13,1103862,1104055,Unknown,gpos100
contig13,1104104,1108779,Unknown,gpos100
contig13,1108753,1111157,Unknown,gpos100
contig13,1111206,1111231,Unknown,gpos100
contig13,1111229,1112020,Unknown,gpos100
contig13,1112021,1112344,DNA,gpos100
contig13,1112443,1112872,DNA,gpos100
contig13,1112873,1113726,Unknown,gpos100
contig13,1113724,1113917,Unknown,gpos100
contig13,1113966,1121234,Unknown,gpos100
contig13,1121283,1121312,Unknown,gpos100
contig13,1121308,1124263,Unknown,gpos100
contig13,1124403,1124442,LINE,gpos100
contig13,1124442,1124494,LINE,gpos100
contig13,1125266,1125284,DNA,gpos100
contig13,1125285,1125338,Unknown,gpos100
contig13,1127930,1128252,Unknown,gpos100
contig13,1136853,1136901,Unknown,gpos100
contig13,1138354,1138408,Unknown,gpos100
contig13,1147031,1147483,LINE,gpos100
contig13,1147587,1147820,Unknown,gpos100
contig13,1147837,1147971,Unknown,gpos100
contig13,1149285,1149397,Unknown,gpos100
contig13,1154422,1154466,Unknown,gpos100
contig13,1161113,1161141,Unknown,gpos100
contig13,1161133,1161201,Unknown,gpos100
contig13,1161223,1161321,Unknown,gpos100
contig13,1162416,1162456,Unknown,gpos100
contig13,1163701,1163762,LINE,gpos100
contig13,1166968,1171073,LTR/Gypsy,gpos100
contig13,1171072,1171361,LTR/Gypsy,gpos100
contig13,1171392,1172726,LTR/Gypsy,gpos100
contig13,1174480,1175090,Unknown,gpos100
contig13,1175090,1175539,Unknown,gpos100
contig13,1175509,1175960,Unknown,gpos100
contig13,1175952,1176445,LTR/Gypsy,gpos100
contig13,1178429,1178564,LTR/Gypsy,gpos100
contig13,1178616,1178765,LTR/Gypsy,gpos100
contig13,1178677,1179161,Unknown,gpos100
contig13,1179369,1183213,Unknown,gpos100
contig13,1183458,1183530,Unknown,gpos100
contig13,1183921,1184217,LTR/Gypsy,gpos100
contig13,1186888,1186935,Unknown,gpos100
contig13,1189508,1190497,Unknown,gpos100
contig13,1192585,1192662,LINE,gpos100
contig13,1198301,1198362,Unknown,gpos100
contig13,1204486,1204616,Unknown,gpos100
contig13,1211906,1211987,Unknown,gpos100
contig13,1213577,1213627,Unknown,gpos100
contig13,1216213,1216478,LTR/Gypsy,gpos100
contig13,1219375,1219461,Unknown,gpos100
contig13,1219462,1219650,Unknown,gpos100
contig13,1227352,1232008,LTR/Gypsy,gpos100
contig13,1232182,1232409,Unknown,gpos100
contig13,1232449,1232485,Unknown,gpos100
contig13,1232870,1233017,Unknown,gpos100
contig13,1233607,1233765,Unknown,gpos100
contig13,1233833,1233961,Unknown,gpos100
contig13,1234000,1234044,Unknown,gpos100
contig13,1234437,1234557,Unknown,gpos100
contig13,1235508,1235578,Unknown,gpos100
contig13,1235622,1235751,Unknown,gpos100
contig13,1237036,1237071,Unknown,gpos100
contig13,1237047,1237410,Unknown,gpos100
contig13,1240265,1240353,Unknown,gpos100
contig13,1240458,1240503,Unknown,gpos100
contig13,1247395,1247480,Unknown,gpos100
contig13,1247493,1247600,Unknown,gpos100
contig13,1251436,1251651,Unknown,gpos100
contig13,1252267,1252387,Unknown,gpos100
contig13,1252760,1252956,Unknown,gpos100
contig13,1253024,1253117,Unknown,gpos100
contig13,1254004,1254044,Unknown,gpos100
contig13,1254391,1254500,Unknown,gpos100
contig13,1272712,1272947,Unknown,gpos100
contig13,1273513,1273926,Unknown,gpos100
contig13,1274400,1274713,Unknown,gpos100
contig13,1275919,1275978,Unknown,gpos100
contig13,1276192,1276589,Unknown,gpos100
contig13,1276689,1277001,Unknown,gpos100
contig13,1279707,1279744,Unknown,gpos100
contig13,1279726,1279763,Unknown,gpos100
contig13,1280831,1280890,Unknown,gpos100
contig13,1289824,1289952,Unknown,gpos100
contig13,1290690,1291209,Unknown,gpos100
contig13,1291563,1291898,Unknown,gpos100
contig13,1293095,1294863,LTR/Gypsy,gpos100
contig13,1294864,1295057,Unknown,gpos100
contig13,1295106,1302448,Unknown,gpos100
contig13,1302449,1302635,LTR/Gypsy,gpos100
contig13,1302636,1303305,Unknown,gpos100
contig13,1303306,1304330,Unknown,gpos100
contig13,1304331,1304630,Unknown,gpos100
contig13,1304632,1305933,LTR/Gypsy,gpos100
contig13,1305937,1306530,LTR/Gypsy,gpos100
contig13,1306532,1308454,LTR/Gypsy,gpos100
contig13,1308455,1308605,LTR/Gypsy,gpos100
contig13,1308607,1308772,Unknown,gpos100
contig13,1308771,1309795,Unknown,gpos100
contig13,1309796,1310601,Unknown,gpos100
contig13,1310602,1310700,LTR/Gypsy,gpos100
contig13,1310943,1311062,Unknown,gpos100
contig13,1313025,1313073,Unknown,gpos100
contig13,1317934,1318890,Unknown,gpos100
contig13,1318446,1321911,Unknown,gpos100
contig13,1322496,1323859,Unknown,gpos100
contig13,1337194,1337380,Unknown,gpos100
contig13,1346142,1346239,Unknown,gpos100
contig13,1355164,1355285,Unknown,gpos100
contig13,1359680,1359741,Unknown,gpos100
contig13,1362368,1363455,Unknown,gpos100
contig13,1375373,1375504,Unknown,gpos100
contig13,1375517,1375669,Unknown,gpos100
contig13,1376227,1376420,Unknown,gpos100
contig13,1378751,1378913,Unknown,gpos100
contig13,1396043,1396302,Unknown,gpos100
contig13,1396140,1396792,Unknown,gpos100
contig13,1420659,1420724,Unknown,gpos100
contig13,1423387,1423437,Unknown,gpos100
contig13,1423481,1423631,Unknown,gpos100
contig13,1423811,1423881,Unknown,gpos100
contig13,1426164,1426205,Unknown,gpos100
contig13,1434868,1435063,LTR,gpos100
contig13,1436800,1436892,Unknown,gpos100
contig13,1436979,1437069,Unknown,gpos100
contig13,1441263,1441300,Unknown,gpos100
contig13,1441555,1441726,Unknown,gpos100
contig13,1441583,1441741,Unknown,gpos100
contig13,1453026,1453164,Unknown,gpos100
contig13,1460896,1460952,Unknown,gpos100
contig13,1461115,1461567,Unknown,gpos100
contig13,1461713,1462113,Unknown,gpos100
contig13,1462112,1462314,Unknown,gpos100
contig13,1463711,1464262,Unknown,gpos100
contig13,1464545,1464601,Unknown,gpos100
contig13,1466431,1466514,Unknown,gpos100
contig13,1488378,1492530,LTR,gpos100
contig13,1492531,1492897,Unknown,gpos100
contig13,1492681,1492984,Unknown,gpos100
contig13,1496512,1497132,Unknown,gpos100
contig13,1497133,1497743,Unknown,gpos100
contig13,1497744,1498036,Unknown,gpos100
contig13,1498067,1498467,Unknown,gpos100
contig13,1498468,1498676,Unknown,gpos100
contig13,1498695,1500567,LTR/Gypsy,gpos100
contig13,1500568,1507720,LTR/Gypsy,gpos100
contig13,1507821,1507858,Unknown,gpos100
contig13,1507860,1509139,Unknown,gpos100
contig13,1509145,1509434,Unknown,gpos100
contig13,1509421,1509752,Unknown,gpos100
contig13,1509753,1509802,Unknown,gpos100
contig13,1509791,1510178,Unknown,gpos100
contig13,1510179,1517676,LTR/Gypsy,gpos100
contig13,1517682,1517765,LTR/Gypsy,gpos100
contig13,1517763,1517922,LTR/Gypsy,gpos100
contig13,1517949,1518070,LTR/Gypsy,gpos100
contig13,1518071,1519027,Unknown,gpos100
contig13,1519027,1519140,Unknown,gpos100
contig13,1519141,1519303,DNA,gpos100
contig13,1519178,1519326,DNA,gpos100
contig13,1519400,1520087,DNA,gpos100
contig13,1520143,1521568,DNA,gpos100
contig13,1521736,1524102,DNA,gpos100
contig13,1524104,1527539,Unknown,gpos100
contig13,1527636,1527689,Unknown,gpos100
contig13,1528318,1528407,Unknown,gpos100
contig13,1528408,1529817,DNA,gpos100
contig13,1529804,1529986,LTR/Gypsy,gpos100
contig13,1529998,1530099,LTR/Gypsy,gpos100
contig13,1530163,1530607,Unknown,gpos100
contig13,1530638,1540079,LTR/Gypsy,gpos100
contig13,1540096,1542871,DNA,gpos100
contig13,1542872,1552965,LTR/Gypsy,gpos100
contig13,1552966,1553072,DNA,gpos100
contig13,1553072,1553214,DNA,gpos100
contig13,1553169,1553224,Unknown,gpos100
contig13,1553256,1553502,Unknown,gpos100
contig13,1553568,1553603,DNA,gpos100
contig13,1553769,1554022,DNA,gpos100
contig13,1554137,1554624,Unknown,gpos100
contig13,1554626,1555190,Unknown,gpos100
contig13,1554978,1556279,Unknown,gpos100
contig13,1556276,1557035,Unknown,gpos100
contig13,1556746,1557273,Unknown,gpos100
contig13,1557312,1557675,Unknown,gpos100
contig13,1559141,1559245,Unknown,gpos100
contig13,1561458,1561595,Unknown,gpos100
contig13,1563343,1563467,Unknown,gpos100
contig13,1577722,1577863,Unknown,gpos100
contig13,1591404,1591469,LINE,gpos100
contig13,1591973,1592105,Unknown,gpos100
contig13,1592942,1592972,Unknown,gpos100
contig13,1597488,1597653,LTR,gpos100
contig13,1603886,1604163,Unknown,gpos100
contig13,1604530,1604687,LTR/Gypsy,gpos100
contig13,1604892,1604958,LTR/Gypsy,gpos100
contig13,1605047,1606976,LTR/Gypsy,gpos100
contig13,1606974,1607204,LTR/Gypsy,gpos100
contig13,1607205,1608403,Unknown,gpos100
contig13,1608404,1613030,LTR/Gypsy,gpos100
contig13,1613036,1615357,LTR/Gypsy,gpos100
contig13,1615363,1615551,Unknown,gpos100
contig13,1620125,1620227,Unknown,gpos100
contig13,1620258,1620441,Unknown,gpos100
contig13,1620355,1620449,Unknown,gpos100
contig13,1621716,1621813,Unknown,gpos100
contig13,1623136,1625636,Unknown,gpos100
contig13,1625645,1626138,Unknown,gpos100
contig13,1639278,1639367,Unknown,gpos100
contig13,1643506,1643661,Unknown,gpos100
contig13,1644314,1644456,Unknown,gpos100
contig13,1645315,1645354,Unknown,gpos100
contig13,1645510,1646119,Unknown,gpos100
contig13,1646115,1646219,Unknown,gpos100
contig13,1653253,1654172,Unknown,gpos100
contig13,1654181,1654299,Unknown,gpos100
contig13,1654293,1654724,Unknown,gpos100
contig13,1654737,1655122,Unknown,gpos100
contig13,1655556,1655689,Unknown,gpos100
contig13,1655796,1656533,Unknown,gpos100
contig13,1658840,1659152,Unknown,gpos100
contig13,1659393,1660083,Unknown,gpos100
contig13,1660105,1660216,Unknown,gpos100
contig13,1660278,1662359,Unknown,gpos100
contig13,1669348,1669531,Unknown,gpos100
contig13,1669664,1669778,Unknown,gpos100
contig13,1675463,1675579,Unknown,gpos100
contig13,1687725,1687793,Unknown,gpos100
contig13,1687734,1687802,Unknown,gpos100
contig13,1692749,1692833,Unknown,gpos100
contig13,1701103,1701302,LTR/Gypsy,gpos100
contig13,1701689,1702027,Unknown,gpos100
contig13,1702324,1702854,LINE,gpos100
contig13,1703027,1704185,Unknown,gpos100
contig13,1704268,1704396,Unknown,gpos100
contig13,1704406,1705097,Unknown,gpos100
contig13,1705337,1705649,Unknown,gpos100
contig13,1708421,1708489,Unknown,gpos100
contig13,1708485,1709061,Unknown,gpos100
contig13,1710425,1712106,Unknown,gpos100
contig13,1714054,1714947,LTR/Gypsy,gpos100
contig13,1717014,1718584,Unknown,gpos100
contig13,1724120,1724613,Unknown,gpos100
contig13,1731742,1731887,Unknown,gpos100
contig13,1731789,1731919,Unknown,gpos100
contig13,1731909,1731945,Unknown,gpos100
contig13,1731942,1732033,Unknown,gpos100
contig13,1732030,1732174,Unknown,gpos100
contig13,1732047,1732175,Unknown,gpos100
contig13,1732352,1732404,LINE,gpos100
contig13,1736870,1736909,Unknown,gpos100
contig13,1737272,1737305,LINE,gpos100
contig13,1737305,1737358,LINE,gpos100
contig13,1739469,1739557,Unknown,gpos100
contig13,1748488,1748576,Unknown,gpos100
contig13,1748577,1748754,LTR/Gypsy,gpos100
contig13,1748744,1748801,Unknown,gpos100
contig13,1766148,1766267,Unknown,gpos100
contig13,1766437,1766529,Unknown,gpos100
contig13,1767596,1767653,Unknown,gpos100
contig13,1769696,1769774,Unknown,gpos100
contig13,1772779,1772797,Unknown,gpos100
contig13,1772798,1772879,Unknown,gpos100
contig13,1772880,1772894,Unknown,gpos100
contig13,1777311,1777444,Unknown,gpos100
contig13,1787560,1787693,Unknown,gpos100
contig13,1789986,1790056,Unknown,gpos100
contig13,1809671,1809810,Unknown,gpos100
contig13,1814465,1814670,Unknown,gpos100
contig13,1823100,1823189,Unknown,gpos100
contig13,1826220,1826246,Unknown,gpos100
contig13,1836343,1836472,Unknown,gpos100
contig13,1836558,1836708,Unknown,gpos100
contig13,1841983,1842032,Unknown,gpos100
contig13,1842061,1842096,Unknown,gpos100
contig13,1842616,1842649,Unknown,gpos100
contig13,1843687,1843728,LINE,gpos100
contig13,1844338,1844635,LTR/Gypsy,gpos100
contig13,1851464,1852040,Unknown,gpos100
contig13,1852741,1852815,Unknown,gpos100
contig13,1853008,1853263,Unknown,gpos100
contig13,1864272,1864445,Unknown,gpos100
contig13,1873870,1873910,Unknown,gpos100
contig13,1873918,1874169,Unknown,gpos100
contig13,1874916,1875148,Unknown,gpos100
contig13,1875830,1875873,LINE,gpos100
contig13,1876693,1876729,Unknown,gpos100
contig13,1877214,1877249,Unknown,gpos100
contig13,1877278,1877327,Unknown,gpos100
contig13,1877546,1877627,Unknown,gpos100
contig13,1880745,1880826,Unknown,gpos100
contig13,1885688,1885786,Unknown,gpos100
contig13,1893105,1893676,Unknown,gpos100
contig13,1893570,1894094,Unknown,gpos100
contig13,1894102,1894170,Unknown,gpos100
contig13,1894162,1894207,Unknown,gpos100
contig13,1894396,1894444,Unknown,gpos100
contig13,1894996,1895088,Unknown,gpos100
contig13,1895064,1895182,Unknown,gpos100
contig13,1896693,1896744,LINE,gpos100
contig13,1897048,1897082,Unknown,gpos100
contig13,1914594,1914669,Unknown,gpos100
contig13,1916890,1916919,Unknown,gpos100
contig13,1917393,1917529,LTR/Gypsy,gpos100
contig13,1917970,1918015,Unknown,gpos100
contig13,1917971,1918035,LINE,gpos100
contig13,1918191,1918840,Unknown,gpos100
contig13,1918990,1922004,Unknown,gpos100
contig13,1919984,1923085,Unknown,gpos100
contig13,1923083,1923423,Unknown,gpos100
contig13,1923183,1923762,LTR/Gypsy,gpos100
contig13,1923432,1927816,Unknown,gpos100
contig13,1927869,1928000,Unknown,gpos100
contig13,1928104,1928477,Unknown,gpos100
contig13,1928789,1928863,Unknown,gpos100
contig13,1929097,1929185,Unknown,gpos100
contig13,1929122,1929206,Unknown,gpos100
contig13,1929953,1940050,LTR/Gypsy,gpos100
contig13,1940125,1943976,Unknown,gpos100
contig13,1943977,1944406,DNA,gpos100
contig13,1944503,1944828,DNA,gpos100
contig13,1944829,1946251,Unknown,gpos100
contig13,1946512,1946650,LTR/Gypsy,gpos100
contig13,1946663,1946739,LTR,gpos100
contig13,1946829,1946956,Unknown,gpos100
contig13,1947150,1947615,Unknown,gpos100
contig13,1951324,1955415,LTR/Gypsy,gpos100
contig13,1955412,1956338,LTR/Gypsy,gpos100
contig13,1961842,1961927,Unknown,gpos100
contig13,1963803,1963931,Unknown,gpos100
contig13,1963930,1964086,Unknown,gpos100
contig13,1964240,1964404,Unknown,gpos100
contig13,1964639,1964761,Unknown,gpos100
contig13,1967666,1967729,LINE,gpos100
contig13,1968159,1968281,Unknown,gpos100
contig13,1972577,1972635,Unknown,gpos100
contig13,1973931,1973977,Unknown,gpos100
contig13,1974080,1974511,Unknown,gpos100
contig13,1975004,1975190,Unknown,gpos100
contig13,1975254,1975331,Unknown,gpos100
contig13,1975561,1975706,Unknown,gpos100
contig13,1988124,1988163,Unknown,gpos100
contig13,1989200,1989236,Unknown,gpos100
contig13,1991440,1991502,Unknown,gpos100
contig13,1991623,1991730,Unknown,gpos100
contig13,1994705,1994792,LINE,gpos100
contig13,2003454,2003647,Unknown,gpos100
contig13,2015293,2015366,Unknown,gpos100
contig13,2032011,2032305,Unknown,gpos100
contig13,2032306,2033774,LTR/Gypsy,gpos100
contig13,2033771,2034015,LTR/Gypsy,gpos100
contig13,2034015,2036430,LTR/Gypsy,gpos100
contig13,2036432,2041027,LTR/Gypsy,gpos100
contig13,2041031,2043339,LTR/Gypsy,gpos100
contig13,2043340,2043521,LTR/Gypsy,gpos100
contig13,2043522,2044125,LTR,gpos100
contig13,2044127,2046091,LTR/Gypsy,gpos100
contig13,2046093,2046419,LTR/Gypsy,gpos100
contig13,2046420,2048480,Unknown,gpos100
contig13,2051294,2051359,Unknown,gpos100
contig13,2059344,2059568,Unknown,gpos100
contig13,2059569,2059840,Unknown,gpos100
contig13,2060407,2060468,Unknown,gpos100
contig13,2063553,2063587,Unknown,gpos100
contig13,2063585,2063618,Unknown,gpos100
contig13,2063597,2063625,Unknown,gpos100
contig13,2081679,2081744,LINE,gpos100
contig13,2081692,2081757,Unknown,gpos100
contig13,2084118,2084241,Unknown,gpos100
contig13,2088845,2089007,Unknown,gpos100
contig13,2092991,2093484,Unknown,gpos100
contig13,2093493,2096017,Unknown,gpos100
contig13,2104445,2104492,Unknown,gpos100
contig13,2107369,2107783,Unknown,gpos100
contig13,2107628,2107942,Unknown,gpos100
contig13,2122571,2122612,Unknown,gpos100
contig13,2131560,2131670,Unknown,gpos100
contig13,2140996,2141048,Unknown,gpos100
contig13,2141015,2141058,Unknown,gpos100
contig13,2141135,2141187,Unknown,gpos100
contig13,2141169,2141246,Unknown,gpos100
contig13,2141188,2141535,Unknown,gpos100
contig13,2141426,2141545,Unknown,gpos100
contig13,2141558,2141681,Unknown,gpos100
contig13,2141798,2141884,Unknown,gpos100
contig13,2141885,2142013,Unknown,gpos100
contig13,2142006,2142393,Unknown,gpos100
contig13,2142382,2142431,Unknown,gpos100
contig13,2142432,2142764,Unknown,gpos100
contig13,2142763,2143052,Unknown,gpos100
contig13,2143048,2144325,Unknown,gpos100
contig13,2144465,2149330,LTR/Gypsy,gpos100
contig13,2149331,2149812,LTR/Gypsy,gpos100
contig13,2149804,2152095,LTR/Gypsy,gpos100
contig13,2152096,2152419,Unknown,gpos100
contig13,2152432,2152671,Unknown,gpos100
contig13,2152674,2153144,Unknown,gpos100
contig13,2153155,2154147,Unknown,gpos100
contig13,2154148,2154497,LTR/Gypsy,gpos100
contig13,2154498,2154928,Unknown,gpos100
contig13,2154927,2155344,Unknown,gpos100
contig13,2155340,2157371,Unknown,gpos100
contig13,2157369,2158411,LTR/Gypsy,gpos100
contig13,2158412,2159489,Unknown,gpos100
contig13,2159537,2159578,Unknown,gpos100
contig13,2160267,2160331,Unknown,gpos100
contig13,2160284,2161387,LINE,gpos100
contig13,2161437,2162053,LINE,gpos100
contig13,2162056,2165851,LTR,gpos100
contig13,2165852,2165894,Unknown,gpos100
contig13,2165914,2166128,LTR,gpos100
contig13,2166159,2167313,LTR,gpos100
contig13,2167311,2168500,LTR,gpos100
contig13,2168499,2168581,Unknown,gpos100
contig13,2168508,2168601,LINE,gpos100
contig13,2168582,2168652,LINE,gpos100
contig13,2168657,2169506,LTR,gpos100
contig13,2169508,2170077,LINE,gpos100
contig13,2170079,2170436,LINE,gpos100
contig13,2170437,2170946,LINE,gpos100
contig13,2170947,2171013,LINE,gpos100
contig13,2171042,2171433,LINE,gpos100
contig13,2171396,2171440,Unknown,gpos100
contig13,2171441,2173092,LINE,gpos100
contig13,2173085,2173363,LINE,gpos100
contig13,2173398,2174110,LINE,gpos100
contig13,2174063,2174124,Unknown,gpos100
contig13,2174122,2178157,LTR/Gypsy,gpos100
contig13,2178144,2178216,Unknown,gpos100
contig13,2178166,2178530,LINE,gpos100
contig13,2178527,2179250,LTR/Gypsy,gpos100
contig13,2179240,2179300,Unknown,gpos100
contig13,2179252,2179313,Unknown,gpos100
contig13,2179263,2179456,LINE,gpos100
contig13,2180428,2180945,LINE,gpos100
contig13,2180980,2182745,LINE,gpos100
contig13,2182742,2182985,LINE,gpos100
contig13,2182986,2183051,Unknown,gpos100
contig13,2183081,2184524,LINE,gpos100
contig13,2184487,2184536,Unknown,gpos100
contig13,2184549,2184610,Unknown,gpos100
contig13,2184560,2184623,Unknown,gpos100
contig13,2184573,2185821,LINE,gpos100
contig13,2185847,2188437,LINE,gpos100
contig13,2188456,2188734,LINE,gpos100
contig13,2188769,2189481,LINE,gpos100
contig13,2189434,2189495,Unknown,gpos100
contig13,2189493,2193528,LTR/Gypsy,gpos100
contig13,2193515,2193587,Unknown,gpos100
contig13,2193537,2193901,LINE,gpos100
contig13,2193898,2194621,LTR/Gypsy,gpos100
contig13,2194611,2194671,Unknown,gpos100
contig13,2194623,2194684,Unknown,gpos100
contig13,2194634,2194827,LINE,gpos100
contig13,2195795,2195856,Unknown,gpos100
contig13,2195806,2195869,Unknown,gpos100
contig13,2195819,2197971,LINE,gpos100
contig13,2198024,2198243,LTR/Gypsy,gpos100
contig13,2198241,2198332,Unknown,gpos100
contig13,2198259,2198352,LINE,gpos100
contig13,2198333,2198363,LINE,gpos100
contig13,2198358,2201938,LTR/Gypsy,gpos100
contig13,2201938,2203232,LINE,gpos100
contig13,2203265,2204142,LTR/Gypsy,gpos100
contig13,2204143,2205076,LTR/Gypsy,gpos100
contig13,2205074,2205159,Unknown,gpos100
contig13,2205086,2205179,LINE,gpos100
contig13,2205160,2205339,LINE,gpos100
contig13,2205383,2205558,LINE,gpos100
contig13,2205547,2205637,Unknown,gpos100
contig13,2205564,2205657,LINE,gpos100
contig13,2205638,2205724,LINE,gpos100
contig13,2205723,2205768,Unknown,gpos100
contig13,2205731,2205788,LINE,gpos100
contig13,2205784,2206214,LINE,gpos100
contig13,2205813,2207151,LINE,gpos100
contig13,2207170,2207357,LINE,gpos100
contig13,2207361,2208881,LTR/Gypsy,gpos100
contig13,2208882,2213210,LTR,gpos100
contig13,2213211,2215138,LTR/Gypsy,gpos100
contig13,2215138,2215670,LINE,gpos100
contig13,2215633,2215686,Unknown,gpos100
contig13,2215681,2216789,LTR/Gypsy,gpos100
contig13,2216790,2217047,LTR,gpos100
contig13,2217044,2217508,Unknown,gpos100
contig13,2217509,2217608,LTR,gpos100
contig13,2217607,2217706,LINE,gpos100
contig13,2217701,2217769,Unknown,gpos100
contig13,2217734,2218247,LINE,gpos100
contig13,2218286,2218566,LTR,gpos100
contig13,2218567,2219686,LTR/Gypsy,gpos100
contig13,2219684,2220152,Unknown,gpos100
contig13,2220150,2222838,LTR/Gypsy,gpos100
contig13,2222821,2232929,LTR/Gypsy,gpos100
contig13,2232930,2238267,LTR/Gypsy,gpos100
contig13,2238267,2238814,LTR/Gypsy,gpos100
contig13,2238812,2239405,LTR,gpos100
contig13,2239415,2239680,LINE,gpos100
contig13,2239959,2240183,LINE,gpos100
contig13,2240184,2246034,LTR/Gypsy,gpos100
contig13,2246035,2246205,LTR/Gypsy,gpos100
contig13,2246206,2249717,LTR/Gypsy,gpos100
contig13,2249748,2250192,Unknown,gpos100
contig13,2250389,2250560,LTR/Gypsy,gpos100
contig13,2250560,2250682,LINE,gpos100
contig13,2250717,2250871,LINE,gpos100
contig13,2250875,2251088,Unknown,gpos100
contig13,2251089,2251306,LTR/Gypsy,gpos100
contig13,2251306,2251452,Unknown,gpos100
contig13,2251548,2251614,Unknown,gpos100
contig13,2251615,2251634,LINE,gpos100
contig13,2251838,2252124,LINE,gpos100
contig13,2251847,2253301,LINE,gpos100
contig13,2253300,2253438,Unknown,gpos100
contig13,2253421,2254810,LTR/Gypsy,gpos100
